EP_ID	NAME_FULL	COUNTRY	NATIONAL_PARTY	GROUPE_ID	GENDER	BIRTHDATE	GEOSIZE	POP16	POP16_PERCENTAGE	GDP_BILLIONS	LANGUAGES	POLITICAL_SYS	NB_SEATS_IN_EU	CURRENCY	SCHENGEN_MEMBER	SCHENGEN_MEMBER_SINCE	EU_MEMBER_SINCE
0969812	Franz OBERMAYR	Austria	Freiheitliche Partei Österreichs	ENF	M	1952-05-25 00:00:00	83879	8690076	2.2	349	['2 German']	federal parliamentary republic	18	Euro	Yes	2007	1995
0969813	Franz OBERMAYR	Austria	Freiheitliche Partei Österreichs	NI	M	1952-05-25 00:00:00	83879	8690076	2.2	349	['2 German']	federal parliamentary republic	18	Euro	Yes	2007	1995
0969911	Eider GARDIAZABAL RUBIAL	Spain	Partido Socialista Obrero Español	S&D	F	1975-07-12 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0969932	Lorenzo FONTANA	Italy	Lega Nord	ENF	M	1980-04-10 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0969933	Lorenzo FONTANA	Italy	Lega Nord	NI	M	1980-04-10 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0969971	Burkhard BALZ	Germany	Christlich Demokratische Union Deutschlands	PPE	M	1969-07-24 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
0969981	Evelyn REGNER	Austria	Sozialdemokratische Partei Österreichs	S&D	F	1966-01-24 00:00:00	83879	8690076	2.2	349	['2 German']	federal parliamentary republic	18	Euro	Yes	2007	1995
0970141	Karin KADENBACH	Austria	Sozialdemokratische Partei Österreichs	S&D	F	1958-04-19 00:00:00	83879	8690076	2.2	349	['2 German']	federal parliamentary republic	18	Euro	Yes	2007	1995
0970171	Ulrike LUNACEK	Austria	Die Grünen - Die Grüne Alternative	Verts/ALE	F	1957-05-26 00:00:00	83879	8690076	2.2	349	['2 German']	federal parliamentary republic	18	Euro	Yes	2007	1995
0970192	Ivo VAJGL	Slovenia	DeSUS - Demokratična Stranka Upokojencev Slovenije	ALDE	M	1943-03-03 00:00:00	20273	2064188	0.4	40	['20 Slovenian']	parliamentary republic	8	Euro	Yes	2007	2004
0970221	Robert ROCHEFORT	France	Mouvement Démocrate	ALDE	M	1955-09-19 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0970251	Ivari PADAR	Estonia	Sotsiaaldemokraatlik Erakond	S&D	M	1965-03-12 00:00:00	45227	1315944	0.3	21	['9 Estonian']	parliamentary republic	6	Euro	Yes	2007	2004
0970581	Guy VERHOFSTADT	Belgium	Open Vlaamse Liberalen en Democraten	ALDE	M	1953-04-11 00:00:00	30528	11311117	1.7	422	['4 Dutch', '3 French', '2 German']	federal parliamentary constitutional monarchy	21	Euro	Yes	1995	1958
0970781	Ramón JÁUREGUI ATONDO	Spain	Partido Socialista Obrero Español	S&D	M	1948-09-01 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0971361	Indrek TARAND	Estonia	Sõltumatu	Verts/ALE	M	1964-02-03 00:00:00	45227	1315944	0.3	21	['9 Estonian']	parliamentary republic	6	Euro	Yes	2007	2004
0971371	Sylvie GOULARD	France	Mouvement Démocrate	ALDE	F	1964-12-06 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0971372	Sylvie GOULARD	France	La République en marche	ALDE	F	1964-12-06 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0971982	Mara BIZZOTTO	Italy	Lega Nord	ENF	F	1972-06-03 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0971983	Mara BIZZOTTO	Italy	Lega Nord	NI	F	1972-06-03 00:00:00	302073	60665551	11.9	1672	['13 Italian']	parliamentary republic	73	Euro	Yes	1997	1958
0972034	Ramon TREMOSA i BALCELLS	Spain	Convergència Democràtica de Catalunya	ALDE	M	1965-06-30 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0972035	Ramon TREMOSA i BALCELLS	Spain	Partit Demòcrata Europeu i Català	ALDE	M	1965-06-30 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
0972931	Georges BACH	Luxembourg	Parti chrétien social luxembourgeois	PPE	M	1955-06-12 00:00:00	2586	576249	0.1	54	['3 French', '2 German']	parliamentary constitutional monarchy	6	Euro	Yes	1995	1958
0972961	Michel DANTIN	France	Union pour un Mouvement Populaire	PPE	M	1960-01-15 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0972962	Michel DANTIN	France	Les Républicains	PPE	M	1960-01-15 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
0975131	Vicky MAEIJER	Netherlands	Partij voor de Vrijheid	ENF	F	1986-09-07 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0975132	Vicky MAEIJER	Netherlands	Partij voor de Vrijheid	NI	F	1986-09-07 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
0979681	Andrey KOVATCHEV	Bulgaria	Citizens for European Development of Bulgaria	PPE	M	1967-12-13 00:00:00	110370	7153784	1.4	47	['5 Bulgarian']	parliamentary republic	17	BGN	No	-	2007
0983411	Eva MAYDELL	Bulgaria	Citizens for European Development of Bulgaria	PPE	F	1986-01-26 00:00:00	110370	7153784	1.4	47	['5 Bulgarian']	parliamentary republic	17	BGN	No	-	2007
0996501	Tim AKER	United Kingdom	United Kingdom Independence Party	EFDD	M	1985-05-23 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
1015801	Constance LE GRIP	France	Union pour un Mouvement Populaire	PPE	F	1960-11-14 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1015802	Constance LE GRIP	France	Les Républicains	PPE	F	1960-11-14 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1028861	Ildikó GÁLL-PELCZ	Hungary	Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt	PPE	F	1962-05-02 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
1028871	Béla KOVÁCS	Hungary	Jobbik Magyarországért Mozgalom	NI	M	1960-02-25 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
1029311	Keith TAYLOR	United Kingdom	Green Party	Verts/ALE	M	1953-08-01 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
1032462	Auke ZIJLSTRA	Netherlands	Partij voor de Vrijheid	ENF	M	1964-11-01 00:00:00	41542	16979120	3.3	697	['4 Dutch']	parliamentary constitutional monarchy	26	Euro	Yes	1995	1958
1033811	Terry REINTKE	Germany	Bündnis 90/Die Grünen	Verts/ALE	F	1987-05-09 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
1034881	Sergio GUTIÉRREZ PRIETO	Spain	Partido Socialista Obrero Español	S&D	M	1982-07-11 00:00:00	505944	46445828	9.1	1114	['21 Spanish']	parliamentary constitutional monarchy	54	Euro	Yes	1995	1986
1038451	Virginie ROZIÈRE	France	Parti radical de gauche	S&D	F	1976-06-18 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1062021	Julia REID	United Kingdom	United Kingdom Independence Party	EFDD	F	1952-07-16 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
1070411	Heinz K. BECKER	Austria	Österreichische Volkspartei	PPE	M	1950-06-29 00:00:00	83879	8690076	2.2	349	['2 German']	federal parliamentary republic	18	Euro	Yes	2007	1995
1072121	Andrey NOVAKOV	Bulgaria	Citizens for European Development of Bulgaria	PPE	M	1988-07-07 00:00:00	110370	7153784	1.4	47	['5 Bulgarian']	parliamentary republic	17	BGN	No	-	2007
1073852	Sampo TERHO	Finland	Perussuomalaiset	ECR	M	1977-09-20 00:00:00	338440	5487308	1.1	214	['10 Finnish', '22 Swedish']	parliamentary republic	13	Euro	Yes	2001	1995
1080801	Franck PROUST	France	Union pour un Mouvement Populaire	PPE	M	1963-05-02 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1080802	Franck PROUST	France	Les Républicains	PPE	M	1963-05-02 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1093371	Philippe DE BACKER	Belgium	Open Vlaamse Liberalen en Democraten	ALDE	M	1978-12-04 00:00:00	30528	11311117	1.7	422	['4 Dutch', '3 French', '2 German']	federal parliamentary constitutional monarchy	21	Euro	Yes	1995	1958
1109772	Florian PHILIPPOT	France	Front national	ENF	M	1981-10-24 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1109773	Florian PHILIPPOT	France	Front national	NI	M	1981-10-24 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1109774	Florian PHILIPPOT	France	Les Patriotes	EFDD	M	1981-10-24 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1110111	Anthea McINTYRE	United Kingdom	Conservative Party	ECR	F	1954-06-29 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
1110141	Josef WEIDENHOLZER	Austria	Sozialdemokratische Partei Österreichs	S&D	M	1950-03-06 00:00:00	83879	8690076	2.2	349	['2 German']	federal parliamentary republic	18	Euro	Yes	2007	1995
1110241	Jens NILSSON	Sweden	Arbetarepartiet- Socialdemokraterna	S&D	M	1948-09-25 00:00:00	438574	9851017	1.9	462	['22 Swedish']	parliamentary constitutional monarchy	20	SEK	Yes	2001	1995
1110274	Svetoslav Hristov MALINOV	Bulgaria	Democrats for Strong Bulgaria	PPE	M	1968-01-19 00:00:00	110370	7153784	1.4	47	['5 Bulgarian']	parliamentary republic	17	BGN	No	-	2007
1115891	Inês Cristina ZUBER	Portugal	Partido Comunista Português	GUE/NGL	F	1980-03-11 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
1126111	Petri SARVAMAA	Finland	Kansallinen Kokoomus	PPE	M	1960-09-15 00:00:00	338440	5487308	1.1	214	['10 Finnish', '22 Swedish']	parliamentary republic	13	Euro	Yes	2001	1995
1127441	Tonino PICULA	Croatia	Socijaldemokratska partija Hrvatske	S&D	M	1961-08-31 00:00:00	56594	4190669	0.8	45	['6 Croatian']	parliamentary republic	11	HRK	No	-	2013
1127481	Biljana BORZAN	Croatia	Socijaldemokratska partija Hrvatske	S&D	F	1971-11-29 00:00:00	56594	4190669	0.8	45	['6 Croatian']	parliamentary republic	11	HRK	No	-	2013
1127531	Jozo RADOŠ	Croatia	Hrvatska narodna stranka - liberalni demokrati	ALDE	M	1956-11-03 00:00:00	56594	4190669	0.8	45	['6 Croatian']	parliamentary republic	11	HRK	No	-	2013
1127532	Jozo RADOŠ	Croatia	Independent	ALDE	M	1956-11-03 00:00:00	56594	4190669	0.8	45	['6 Croatian']	parliamentary republic	11	HRK	No	-	2013
1127533	Jozo RADOŠ	Croatia	Građansko-liberalni savez	ALDE	M	1956-11-03 00:00:00	56594	4190669	0.8	45	['6 Croatian']	parliamentary republic	11	HRK	No	-	2013
1127551	Andrej PLENKOVIĆ	Croatia	Hrvatska demokratska zajednica	PPE	M	1970-04-08 00:00:00	56594	4190669	0.8	45	['6 Croatian']	parliamentary republic	11	HRK	No	-	2013
1127881	Birgit COLLIN-LANGEN	Germany	Christlich Demokratische Union Deutschlands	PPE	F	1956-09-04 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
1138921	Eric ANDRIEU	France	Parti socialiste	S&D	M	1960-04-14 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1139592	Martina ANDERSON	United Kingdom	Sinn Fein	GUE/NGL	F	1962-04-16 00:00:00	248528	65382556	12.8	2367	['1 English']	parliamentary constitutional monarchy	73	GBP	No	-	1973
1142681	Nils TORVALDS	Finland	Svenska folkpartiet	ALDE	M	1945-08-07 00:00:00	338440	5487308	1.1	214	['10 Finnish', '22 Swedish']	parliamentary republic	13	Euro	Yes	2001	1995
1142791	Isabelle THOMAS	France	Parti socialiste	S&D	F	1961-11-26 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1174772	Mark DEMESMAEKER	Belgium	Nieuw-Vlaamse Alliantie	ECR	M	1958-09-12 00:00:00	30528	11311117	1.7	422	['4 Dutch', '3 French', '2 German']	federal parliamentary constitutional monarchy	21	Euro	Yes	1995	1958
1174911	Anneleen VAN BOSSUYT	Belgium	Nieuw-Vlaamse Alliantie	ECR	F	1980-01-10 00:00:00	30528	11311117	1.7	422	['4 Dutch', '3 French', '2 German']	federal parliamentary constitutional monarchy	21	Euro	Yes	1995	1958
1186581	Brian HAYES	Ireland	Fine Gael Party	PPE	M	1969-08-23 00:00:00	69797	4724720	0.9	266	[]	parliamentary republic	11	Euro	No	-	1973
1188581	Marlene MIZZI	Malta	Partit Laburista	S&D	F	1954-12-24 00:00:00	315	434403	0.1	10	['Maltese', '1 English']	parliamentary republic	6	Euro	Yes	2007	2004
1188591	Roberta METSOLA	Malta	Partit Nazzjonalista	PPE	F	1979-01-18 00:00:00	315	434403	0.1	10	['Maltese', '1 English']	parliamentary republic	6	Euro	Yes	2007	2004
1194311	Ruža TOMAŠIĆ	Croatia	Hrvatska stranka prava dr. Ante Starčević	ECR	F	1958-05-10 00:00:00	56594	4190669	0.8	45	['6 Croatian']	parliamentary republic	11	HRK	No	-	2013
1194312	Ruža TOMAŠIĆ	Croatia	Independent	ECR	F	1958-05-10 00:00:00	56594	4190669	0.8	45	['6 Croatian']	parliamentary republic	11	HRK	No	-	2013
1194313	Ruža TOMAŠIĆ	Croatia	Hrvatska konzervativna stranka	ECR	F	1958-05-10 00:00:00	56594	4190669	0.8	45	['6 Croatian']	parliamentary republic	11	HRK	No	-	2013
1194341	Dubravka ŠUICA	Croatia	Hrvatska demokratska zajednica	PPE	F	1957-05-20 00:00:00	56594	4190669	0.8	45	['6 Croatian']	parliamentary republic	11	HRK	No	-	2013
1194351	Davor Ivo STIER	Croatia	Hrvatska demokratska zajednica	PPE	M	1972-01-06 00:00:00	56594	4190669	0.8	45	['6 Croatian']	parliamentary republic	11	HRK	No	-	2013
1194361	Ivana MALETIĆ	Croatia	Hrvatska demokratska zajednica	PPE	F	1973-10-12 00:00:00	56594	4190669	0.8	45	['6 Croatian']	parliamentary republic	11	HRK	No	-	2013
1204781	Martina MICHELS	Germany	DIE LINKE.	GUE/NGL	F	1955-12-01 00:00:00	357376	82175684	16.1	3134	['2 German']	federal parliamentary republic	96	Euro	Yes	1995	1958
1228851	Rina Ronja KARI	Denmark	Folkebevægelsen mod EU	GUE/NGL	F	1985-02-15 00:00:00	42924	5707251	1.1	277	['8 Danish']	parliamentary constitutional monarchy	13	DKK	Yes	2001	1973
1242871	Christine REVAULT D'ALLONNES BONNEFOY	France	Parti socialiste	S&D	F	1971-11-10 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1246881	Christos STYLIANIDES	Cyprus	Democratic Rally	PPE	M	1958-06-26 00:00:00	9251	848319	0.2	18	['7 Greek']	presidential republic	6	Euro	No	-	2004
1246891	Neoklis SYLIKIOTIS	Cyprus	Progressive Party of Working People - Left - New Forces	GUE/NGL	M	1959-01-24 00:00:00	9251	848319	0.2	18	['7 Greek']	presidential republic	6	Euro	No	-	2004
1246911	Costas MAVRIDES	Cyprus	Democratic Party	S&D	M	1962-05-27 00:00:00	9251	848319	0.2	18	['7 Greek']	presidential republic	6	Euro	No	-	2004
1246921	Demetris PAPADAKIS	Cyprus	Movement for Social Democracy EDEK	S&D	M	1966-08-22 00:00:00	9251	848319	0.2	18	['7 Greek']	presidential republic	6	Euro	No	-	2004
1246931	Pascal DURAND	France	Europe Écologie	Verts/ALE	M	1960-10-03 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1246951	Jan KELLER	Czech Republic	Česká strana sociálně demokratická	S&D	M	1955-01-23 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
1246961	Andrus ANSIP	Estonia	Eesti Reformierakond	ALDE	M	1956-10-01 00:00:00	45227	1315944	0.3	21	['9 Estonian']	parliamentary republic	6	Euro	Yes	2007	2004
1246971	Kaja KALLAS	Estonia	Eesti Reformierakond	ALDE	F	1977-06-18 00:00:00	45227	1315944	0.3	21	['9 Estonian']	parliamentary republic	6	Euro	Yes	2007	2004
1246981	Marju LAURISTIN	Estonia	Sotsiaaldemokraatlik Erakond	S&D	F	1940-04-07 00:00:00	45227	1315944	0.3	21	['9 Estonian']	parliamentary republic	6	Euro	Yes	2007	2004
1246991	Miroslav POCHE	Czech Republic	Česká strana sociálně demokratická	S&D	M	1978-06-03 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
1247001	Yana TOOM	Estonia	Eesti Keskerakond	ALDE	F	1966-10-15 00:00:00	45227	1315944	0.3	21	['9 Estonian']	parliamentary republic	6	Euro	Yes	2007	2004
1247011	Luděk NIEDERMAYER	Czech Republic	TOP 09 a Starostové	PPE	M	1966-03-13 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
1247021	Jaromír ŠTĚTINA	Czech Republic	TOP 09 a Starostové	PPE	M	1943-04-06 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
1247031	Tibor SZANYI	Hungary	Magyar Szocialista Párt	S&D	M	1956-07-13 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
1247041	Stanislav POLČÁK	Czech Republic	TOP 09 a Starostové	PPE	M	1980-02-21 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
1247042	Stanislav POLČÁK	Czech Republic	-	PPE	M	1980-02-21 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
1247043	Stanislav POLČÁK	Czech Republic	Starostové a nezávisli	PPE	M	1980-02-21 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
1247051	István UJHELYI	Hungary	Magyar Szocialista Párt	S&D	M	1975-02-28 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
1247061	Pavel TELIČKA	Czech Republic	ANO 2011	ALDE	M	1965-08-24 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
1247071	Petr JEŽEK	Czech Republic	ANO 2011	ALDE	M	1965-03-28 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
1247081	Dita CHARANZOVÁ	Czech Republic	ANO 2011	ALDE	F	1975-04-30 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
1247091	Martina DLABAJOVÁ	Czech Republic	ANO 2011	ALDE	F	1976-07-26 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
1247101	Michaela ŠOJDROVÁ	Czech Republic	Křesťanská a demokratická unie - Československá strana lidová	PPE	F	1963-10-28 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
1247111	Norbert ERDŐS	Hungary	Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt	PPE	M	1972-10-25 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
1247121	Andrea BOCSKOR	Hungary	Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt	PPE	F	1978-08-11 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
1247131	Tomáš ZDECHOVSKÝ	Czech Republic	Křesťanská a demokratická unie - Československá strana lidová	PPE	M	1979-11-02 00:00:00	78868	10553 843	2.1	174	['Czech']	parliamentary republic	21	CZK	Yes	2007	2004
1247141	Andor DELI	Hungary	Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt	PPE	M	1977-05-02 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
1247152	György HÖLVÉNYI	Hungary	Kereszténydemokrata Néppárt	PPE	M	1962-06-13 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
1247201	Tamás MESZERICS	Hungary	Lehet Más A Politika	Verts/ALE	M	1964-12-04 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
1247211	Benedek JÁVOR	Hungary	Együtt 2014 - Párbeszéd Magyarországért	Verts/ALE	M	1972-07-02 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
1247221	Csaba MOLNÁR	Hungary	Demokratikus Koalíció	S&D	M	1975-12-04 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
1247231	Péter NIEDERMÜLLER	Hungary	Demokratikus Koalíció	S&D	M	1952-09-03 00:00:00	93011	9830485	1.9	112	['11 Hungarian']	parliamentary republic	21	HUF	Yes	2007	2004
1247251	Louis-Joseph MANSCOUR	France	Parti socialiste	S&D	M	1945-03-20 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1247261	Henna VIRKKUNEN	Finland	Kansallinen Kokoomus	PPE	F	1972-06-04 00:00:00	338440	5487308	1.1	214	['10 Finnish', '22 Swedish']	parliamentary republic	13	Euro	Yes	2001	1995
1247271	Jussi HALLA-AHO	Finland	Perussuomalaiset	ECR	M	1971-04-27 00:00:00	338440	5487308	1.1	214	['10 Finnish', '22 Swedish']	parliamentary republic	13	Euro	Yes	2001	1995
1247281	Marc JOULAUD	France	Union pour un Mouvement Populaire	PPE	M	1967-09-03 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1247282	Marc JOULAUD	France	Les Républicains	PPE	M	1967-09-03 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1247291	Renaud MUSELIER	France	Union pour un Mouvement Populaire	PPE	M	1959-05-06 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1247292	Renaud MUSELIER	France	Les Républicains	PPE	M	1959-05-06 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1247301	Fernando RUAS	Portugal	Partido Social Democrata	PPE	M	1949-01-15 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
1247312	Jérôme LAVRILLEUX	France	-	PPE	M	1969-09-19 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1247321	Angélique DELAHAYE	France	Union pour un Mouvement Populaire	PPE	F	1963-02-22 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1247322	Angélique DELAHAYE	France	Les Républicains	PPE	F	1963-02-22 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1247331	Sofia RIBEIRO	Portugal	Partido Social Democrata	PPE	F	1976-07-17 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
1247341	Cláudia MONTEIRO DE AGUIAR	Portugal	Partido Social Democrata	PPE	F	1982-04-08 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
1247351	Miapetra KUMPULA-NATRI	Finland	Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti	S&D	F	1972-05-19 00:00:00	338440	5487308	1.1	214	['10 Finnish', '22 Swedish']	parliamentary republic	13	Euro	Yes	2001	1995
1247361	Merja KYLLÖNEN	Finland	Vasemmistoliitto	GUE/NGL	F	1977-01-25 00:00:00	338440	5487308	1.1	214	['10 Finnish', '22 Swedish']	parliamentary republic	13	Euro	Yes	2001	1995
1247371	Maria João RODRIGUES	Portugal	Partido Socialista	S&D	F	1955-09-25 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
1247382	Gilles LEBRETON	France	Front national/ Rassemblement Bleu Marine	ENF	M	1958-10-11 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1247383	Gilles LEBRETON	France	Front national/ Rassemblement Bleu Marine	NI	M	1958-10-11 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1247384	Gilles LEBRETON	France	Front national	ENF	M	1958-10-11 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1247391	Carlos ZORRINHO	Portugal	Partido Socialista	S&D	M	1959-05-28 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
1247401	Joëlle BERGERON	France	Sans étiquette	EFDD	F	1949-06-28 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1247411	Ricardo SERRÃO SANTOS	Portugal	Partido Socialista	S&D	M	1954-10-11 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
1247422	António MARINHO E PINTO	Portugal	Independente	ALDE	M	1950-09-10 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
1247423	António MARINHO E PINTO	Portugal	Partido Democrático Republicano	ALDE	M	1950-09-10 00:00:00	92226	10341330	2	185	['17 Portuguese']	semi-presidential republic	21	Euro	Yes	1995	1986
1247431	Artis PABRIKS	Latvia	"Partija ""VIENOTĪBA"""	PPE	M	1966-03-22 00:00:00	64573	1968957	0.4	25	['14 Latvian']	parliamentary republic	8	Euro	Yes	2007	2004
1247441	Guillaume BALAS	France	Parti socialiste	S&D	M	1972-08-30 00:00:00	633187	66759950	13.1	2225	['3 French']	semi-presidential republic	74	Euro	Yes	1995	1958
1247451	Iveta GRIGULE-PĒTERSE	Latvia	Zaļo un Zemnieku savienība	ALDE	F	1964-09-30 00:00:00	64573	1968957	0.4	25	['14 Latvian']	parliamentary republic	8	Euro	Yes	2007	2004
